Comment ID	Comment	Grammatically corrected comment	Politics	Hate Speech	Data																			
991	Fajin e ka sistemi qe shkollon keta monstra me mjeker kirurg ,ore a jeni ne metro ju qe nga fotoja dallojeni sa ndryshim ka nga te gjithe besimtar me mjeker dhe kirurg me duket pak apsurde ka dhe nje arsye kjo nqs doni tua them ,fajin e ka drejtori i spitalit qe nuk i thot troc ore o me mjekesin ,o me fene ,sgjidh se te dyja bashke nuk shkojne nqs do te jet me besimin shkarkoje nga kirurg ,nqs do kirurg ateher ruhu pastrohu dhe vazhdo punen si kirurg .por aman hiq dore nga feja dhe pastro fytyren.	Fajin e ka sistemi qe shkollon keta mostra me mjekerr si kirurge ,ore a jeni ne metro ju? Qe nga fotoja dallojeni sa ndryshim ka nga te gjithe, besimtar me mjeker dhe kirurg! Me duket pak absurde! Ka dhe nje arsye kjo neqoftese doni tua them, fajin e ka drejtori i spitalit qe nuk i thote troc: "ore o me mjekesin ,o me fene , zgjidh se te dyja bashke nuk shkojne". Neqoftese do te jete me besimin shkarkoje nga kirurg, neqoftese do kirurg, atehere rruhu, pastrohu, dhe vazhdo punen si kirurg, por ama hiq dore nga feja dhe pastro fytyren.	Actuality	F																				
992	a u dhiefsha ne moralin tuaj çoni more femit ne shkoll.ku je o Enver hoxha per shum arsye	A ju dhjefsha ne moralin tuaj, çoni more femijet ne shkolle. Ku je o Enver Hoxha per shume arsye?	Actuality	T																				
993	duhet te vej dor shteti ne kto çeshtie se po shkatrohet rinia populli me kta biladenat	Duhet te vere dore shteti ne keto çeshtje se po shkaterrohet rinia, populli, me keta biladenat.	Actuality	T																				
994	Guidance.kure.ishe.politikane.te.ureja.pore.per.fate.te.mire.e.kuptove.qe.politikanet.shqiptare.jand.te.qelbur.dhe.u.kthere.teked.gazetaria.te.heqe.kapelen	Grida, kur ishe politikane te urreja, por per fat te mire kuptove qe politikanet shqiptare jane te qelbur dhe u ktheve tek gazeteria! Te heq kapelen!	Actuality	F																				
995	Qka debatoni per te humbeni koh rrym ne Burg menjihere ne Burg burg Mos pritnji nji Minute	C'ka debatoni per te, humbni kohe, fute ne burg menjehere, ne burg, burg! Mos pritnji nji minute!	Actuality	F																				
996	O mjeran Panelist - Jeni thjesht Injorant te kesaj fushe sociale . Pik se pari ju nuk keni minimumin e respektit per Ligjin . Ndaj dhe nuk keni ligjet ne rregull, per te mos llafosur pastaj per zbatimin e tyre . Keni hyr ne pyell pa sopate . Pse i bini punes ne çafe kot se koti . Duhet paket ligjesh per kete qeshtje sociale dhe respektim rigoroz . Ju po diskutoni si , ku dhe çfar mobiljesh doni te vendosni pa u projektuar akoma shtepija . Tani , a e kuptoni ku jeni lidhur me kete çeshtje ? A jeni dakord tani me injorancen tuaj ? A e kuptoni se ne kete menyre diskutimi e beni akoma me te semure çeshtjen ?	O mjeran paneliste - Jeni thjesht injorant te kesaj fushe sociale. Pike se pari, ju nuk keni minimumin e respektit per ligjin. Ndaj dhe nuk keni ligjet ne rregull, per te mos llafosur pastaj per zbatimin e tyre. Keni hyre ne pyll pa sepate. Pse i bini punes ne qaf kot se koti? Duhet pakete ligjesh per kete ceshtje sociale dhe respektim rigoroz. Ju po diskutoni si, ku, dhe çfare mobiljesh, doni te vendosni pa u projektuar akoma shtepija. Tani, a e kuptoni ku jeni lidhur me kete çeshtje? A jeni dakord tani me injorancen tuaj? A e kuptoni se ne kete menyre diskutimi e beni akoma me te semure çeshtjen?	Actuality	F																				
997	Ikni more bythshitur ju jeni kanceri i ketij kombi bythshitur ju doni ta njollosni islamin juve b shitur vajzat ne kete moshe vajzat ju punojne prostituta rrugeve te europes mbi 200 vajza nga soji juaj shesin trupin rrugeve te europes	Ikni more bythshitur, ju jeni kanceri i ketij kombi, bythshitur! Ju doni ta njollosni islamin, juve b shitur! Vajzat ne kete moshe vajzat ju punojne prostituta rrugeve te europes, mbi 200 vajza nga soji juaj shesin trupin rrugeve te Europes!	Actuality	T																				
998	Grida ke votuar për uljen e moshës pse nuk na tregon çfarë të shtyu si akademike na jep një shpjegim	Grida ke votuar për uljen e moshës pse nuk na tregon çfarë të shtyu si akademike? Na jep një shpjegim!	Actuality	F																				
999	O Akil o pseudo profesor i një pseudo shkencë Teologjia pranoje që problemi është feja dhe ajo që predikoni nga të gjitha sektet ku femra shihet si dorë e dytë .....	O Akil o pseudo profesor i një pseudo shkencë: Teologjia,  pranoje që problemi është feja dhe ajo që predikoni nga të gjitha sektet ku femra shihet si dorë e dytë.	Actuality	F																				
1000	Futeni ne burg ,ne jemi ne shqiperi e jo ne Afghanistan	Futeni ne burg! ne jemi ne Shqiperi, e jo ne Afghanistan!	Actuality	F																				
1001	"Athere, ky eshte textbok Islam. Kjo eshte direkt mesim nga profeti FALLCO, Mohamed pedofili I madh, perdhunuesi, sex manijaki i friskshem. Luftetar me 70+ beteja.
 
 Mohamedi pedofili i ka pas 12 gra, 20+ sex skllever, ka marr gruan e djalit adoptiv te tije. Ka qene mashtrues, gjarper. 
 
 Dhe mos te harrojme Aisha 6, Mohamed pedofili 54 vjec.
 
 Ka aq shume trure shperlare se e identifikojne veten si ""Mysliman"" dhe kurre nuk e kan hapur Kuranin, ky eshte liber shejtani be besoni. Dhe keta quhen hobby mysliman, keta jan budallejne total."	Atehere, ky eshte textbook Islam. Kjo eshte direkt mesim nga profeti falco, Muhamed pedofili i madh, perdhunuesi, seks manjaku i frikshem. Luftetar me 70+ beteja.Mohamedi pedofili, i ka pas 12 gra, 20+ sex skllever, ka marr gruan e djalit adoptiv te tij. Ka qene mashtrues, gjarper. Dhe mos te harrojme Aisha 6, Mohamed pedofili 54 vjec.Ka aq shume trushperlare se e identifikojne veten si "musliman" dhe kurre nuk e kane hapur Kuranin, ky eshte liber shejtani be, besoni. Dhe keta quhen hobby musliman, keta jane budallenje total.	Actuality	T																				
1002	Para Moses 18 vjeqare nuk e shoh per marrdhanje seksuale por kohene sodit kemi shum ediota se po I mashtoin femratdhe si fetare si ka mundering ta detyroi vajzen 14 vjeqare AI asht qifut si mashtrusi don te ka ma shum gra te largohet nga puna dhe denimin e merituar	Para moshes 18 vjeçare nuk e shoh per marredhenje seksuale, por kohet e sotme kemi shume idiota se po i mashtojne femrat. Dhe si fetare, si ka mundesi ta detyroje vajzen 14 vjecare?  Ai eshte çifut, si mashtruesi, do te kete me shume gra te largohet nga puna dhe denimin e merituar.	Actuality	T																				
1003	Ju pershendes nga suedijadeshiroi qe njerzit te jen ne vet dijeqe mos te veproin ksi soj😂	Ju pershendes nga Suedia. Deshiroj qe njerzit te jene ne dijeni qe mos te veprojne keshtu😂	Actuality	F																				
1004	Bani martes me ate qe ta kaloni gjith ne fund te jetes	Beni martese me ate qe ta kaloni gjithe ne fund te jetes	Actuality	F																				
1005	Nuk asht ngjarja e par por jo ksi si ky idioti	Nuk eshte ngjarja e pare, por jo keshtu si ky idioti.	Actuality	T																				
1006	Turpiqoft idioti gomari	Turp i qofte! Idioti,gomari!	Actuality	T																				
1007	Po qfar martese para18 vjte	Po cfare martese para 18 vjec?	Actuality	F																				
1008	Hajde plako ky me kater gra. Si ka thene Stalini „qe te pushtosh ne terren eshte e lehte por qe ta mbash eshte e veshtire.	Hajde plako, ky me kater gra. Si ka thene Stalini: qe te pushtosh ne terren eshte e lehte, por qe ta mbash eshte e veshtire.	Actuality	F																				
1009	Këta e kan cak Islamin jo Doktorin!Doktori është vetëm dëmi kolateral në luftën kundër Islamit!Sepse sa i përket krishterimit katolik ata ja kan arritur qëllimin aq sa vetë papa i ka pranuar homoseksualët!	Këta e kane cake Islamin, jo doktorin! Doktori është vetëm dëmi kolateral në luftën kundër Islamit! Sepse sa i përket krishterimit katolik ata ja kane arritur qëllimin, aq sa vetë papa i ka pranuar homoseksualët!	Actuality	F																				
1010	Ata që janë në pushtet mund të bëjnë çka të dojnë dhe në të njëjtën kohë të shfrytzojnë pasurinë e popullit!	Ata që janë në pushtet mund të bëjnë çka të dojnë dhe në të njëjtën kohë të shfrytezojnë pasurinë e popullit!	Actuality	F																				
1011	Po rasti asaj shqiptares që është e martuar me atë polakun në Amerikë që i mban fëmijët në shtëpi dhe nuk i lëshon në shkollë!	Po rasti i asaj shqiptares, që është e martuar me atë polakun në Amerikë, që i mban fëmijët në shtëpi dhe nuk i lëshon në shkollë?	Actuality	F																				
1012	I mitur je edhe ti Llapist, aq ke ne tru. Hajde jepini, aludoni sa te mundni, shpifni dhe merruni me jeten e dikujt deri ne detaje	I mitur je edhe ti Llapist, aq ke ne tru. Hajde jepini, aludoni sa te mundni, shpifni dhe merruni me jeten e dikujt deri ne detaje.	Actuality	F																				
1013	E paska biznesin e fort gomari	E paska biznesin e forte, gomari!	Actuality	T																				
1014	Po ka mashtrime te llojllojshme por vajzat te kan kujdes mashtrimeve por dhunen ta lajmroni rastin	Po ka mashtrime te llojllojshme, por vajzat te kene kujdes mashtrimeve, por dhunen ta lajmeroni rastin.	Actuality	F																				
1015	O zot ku kemi arritur😢	O zot ku kemi arritur😢	Actuality	F																				
1016	Pse nuk e pyet ket Pedofiliin me. Qen vajza e ti a kishte qen mire per at kjo veper	Pse nuk e pyet kete pedofilin: me qene vajza e tij, a kishte qene mire per ate kjo veper?!	Actuality	F																				
1017	Shume keq qe ajo grua me shkolle dhe shami ne koke thote qe franca e ka ligjin seksual 12 vjeć😢 po moj grua islamike po por me moshataret e tyre jo me babagjyshin	Shume keq qe ajo grua me shkolle dhe shami ne koke thote: qe Franca e ka ligjin seksual 12 vjeć😢 . Po moj grua islamike, po, por me moshataret e tyre jo me babagjyshin!	Actuality	F																				
1018	Po ku ishe ti GRIDA kur ky ligj prej 16 viteve u zbrit ne 14 ne vitin 2017 edhe ti ishe ne qeveri por nuk e ngrite zerin ateher sot bahet vetem biznis neper medija ne fatkeqsi te popullit.	Po ku ishe ti GRIDA kur ky ligj prej 16 viteve u zbrit ne 14 ne vitin 2017? Edhe ti ishe ne qeveri, por nuk e ngrite zerin atehere, sot behet vetem biznes neper media ne fatkeqesi te popullit.	Actuality	F																				
1019	Per sa kohe top qenefi fton ne studio serena sulen ca prisni ? Dhe shume programe bordello ! Po kto gjera do ndodhin	Per sa kohe top qenefi fton ne studio Serena Sulen ca prisni ? Dhe shume programe bordello! Po keto gjera do ndodhin.	Actuality	T																				
1020	krijesoren se treguat se vet shteti i ka fajet 😢fatqetsisht😢😢😢	Kryesoren se treguat, se vete shteti i ka fajet 😢fatkeqesisht😢😢😢	Actuality	F																				
1021	mjek zoti e vraft e kisha pushkatu kët pis 😡	Mjek, zoti e vraft! E kisha pushkatuar këte pis!😡	Actuality	T																				
1022	Ne nuk njohim një botë pa fe kështu që "kultura" është fe. Pikë!	Ne nuk njohim një botë pa fe, kështu që "kultura" është fe. Pikë!	Actuality	F																				
1023	shumë njerëz i perdorin religionet për krim 😢 grupe nierzish kqyrin me ba ligje qysh tju konvenon, me provu me pas kontroll në jetë te dikuj	Shumë njerëz i perdorin religionet për krim 😢 grupe njerezish keqyrin te bejne  ligje qysh iu pershtatet , te provojne te kene kontroll në jetën e dikujt.	Actuality	F																				
1024	Bravo Zhaku aj legeni si do ishte dukur t'i ndodhte vajzes tij me moshen e babes vet turp të ken bravo Zhaku	Bravo Zhaku! Ai legeni, si do ishte dukur t'i ndodhte vajzes tij me moshen e babes vet? Turp të kene! Bravo Zhaku!	Actuality	T																				
1025	Per disa te besimit kristiane bibla e juaj e lejon martesen qe nga mosha 12 vjeqare per femren kurse per maskullin 14. Keshtu qe mos u shokoni	Per disa te besimit kristian: bibla e juaj e lejon martesen qe nga mosha 12 vjecare per femren, kurse per maskullin 14. Keshtu qe mos u shokoni!	Actuality	F																				
1026	Shtete turke para istorik i prapambetur.Ta gezoni ate qe jeni.	Shtet Turk, parahistorik, i prapambetur! Ta gezoni ate qe jeni.	Actuality	F																				
1027	Ajo qe vesh ferexhe dhe shami ne koke eshte shume e""" NDERSHME,,,	Ajo qe vesh ferexhe dhe shami ne koke eshte shume e""" NDERSHME,,,	Actuality	T																				
1028	Ai esht pedofil dhe do denohet	Ai eshte pedofil dhe do denohet!	Actuality	F																				
1029	kjo fe nuk eshte gje tjeter vec nje fe kriminale qe tregon per injorimin ekombit shqiptar pa ndenja dhe gjak keto njerez pa shpirt dhe pa gjak nuk kane rrugue tjeter veqse ne litar , shqiptaret nuk i kane zakon te pershtaten me kete fe degjenerues , kudo qo vrehet nje propogande per kete fe famkeqe duhet te eleminohen me vdekje pa asnje lloj ligji , sepse shqiperja eshte vend europian qe le mbrapa mislimanizem dhe islimanizem , larg shqiltarve.	Kjo fe nuk eshte gje tjeter vec nje fe kriminale qe tregon per injorimin e kombit shqiptar, pa ndenja dhe gjak. Keto njerez pa shpirt dhe pa gjak nuk kane rruge tjeter vecse ne litar, shqiptaret nuk e kane zakon te pershtaten me kete fe degjeneruese! Kudo qe verehet nje propogande per kete fe famkeqe, duhet te eleminohen me vdekje pa asnje lloj ligji, sepse Shqiperia eshte vend europian qe le mbrapa muslimanizem dhe islimanizem, larg shqiltareve.	Actuality	T																				
1030	shihe Ahmedin Nexhati i IRANIT katet gra faqeziu marrin turp	shihe Ahmedin, Nexhati i IRANIT! Kater gra, faqeziu, marrin turp!	Actuality	F																				
1031	Nuk ka të bëj me fen se ka edhe te tjerave fe katoli ortodoks mysliman qe bëjn ksi lloj veprash kriminale po kush e mbushi europën me femra prostitucionin dhe ata femra qe sdonin u vritshin kush ibënin po shoqërija shqiptare. Duhet ligj kush abuzon dhunon vret burgim te përjetshëm	Nuk ka të bëj me fene se ka edhe te tjera fe: katolik, ortodoks, musliman, qe bëjne keshtu lloj veprash kriminale. Po kush e mbushi Europën me femra, prostitucionin dhe ato femra qe s'donin u vriteshin? Kush i bënin? Po shoqëria shqiptare. Duhet ligj: kush abuzon, dhunon, vret - burgim te përjetshëm!	Actuality	F																				
1032	"Do ju këshilloja të gjithë juve moderator dhe folës të këtij paneli. Njëherë lexojeni Suren Huxhurat verxeti 12 nëse besoni Zot dhe pak i frikësoheni Atij, ndaluni paragjykimeve, pretendimet tuaja t të pabaza. Zonja Edlira për hirë të mbulesës që ke të lutem mos e neutralizo situatën duke e shkelë një ligj të drejtë Kuranor të poligamisë që vlenë vetëm për besimtarë e jo për musliman me emër, siç mund të jeni ju. E nderuar Edlirë mos e merr rolin e ekspertes fetare por një muslimene standarde ashtu siç të njohim. 
 
 Poligamia apo bigamia është një e drejtë muslimanëve dhe e të krishterëve Mondon, që e bëjnë edhe nëpër Ballkan edhe në tërë botën Islame, madje edhe ne si shtet Demokratik me kushtetutë Laike ligji i jonë e e mbron dhe e respekton Lirin e Besimit dhe Manifestimit fetarë, prandaj dhe muslimanët i liron vetvetiu që ata të kanë nga 2,3 apo 4 grua, e jo dashnore të fshehta jo legale që prishin familjet dhe krijonë psikopati tek fëmijët e tyre nga prindër të shkurrorëzuar, krime , prostuticion, trafikim të fëmijëvve e të vajzave të rritura duke i kushtëzuar ato me drogërra dhe gjëra të paligjshme. Merruni me këto çështje ju lutemi, na leni rehat neve muslimanët. që po i shum fishojmë numrin me lindje të reja me nikahe të bekuara nga Zoti. duke krijuar familej të shëndosha. Frikësohuni pak Zotit nëse e keni. 
 
 Ju ztr. Pastor flisni për fenë tuaj, për pedofilitë e kishës, për homoseksualizmin e lejuar nga Papa juaj, Ju lutem mos fusni urrejtje dhe mos durim fetarë tek ne shoiptarët, për shkak injorancës apo laicitetit tuaj që keni ndaj Fenë Islame . 
 
 Zonjusha Daci keni kujdes, keni dhënë deklarata të seksit në grup e të tjera shëmti, ju duhet dënoheni nga ligji ngase keni akuzuar shumë rëndë , keni cenuar moralin autoritetin e një qytetari të Shqipërisë.
 
 Unë di të ju them se, deri këtu se çfarë ka vepruar Doktori sipas deklaratave zyrtare të Avoaktit të tij, atë nuk e kam ligji nga hiperbolizimet tuaja shpifëse dhe thashe e thanmet gazetareske. Deri sot sa kam informata nga mbrojtësi i tij ligjor, Doktori asgjë nuk ka gabuar me graun e tij të ardhshme e cila mudn të jetë një doktoresh e prëkrahur nga doktri më i mirë i Ballkanit. Doktora dhe Zonja e katërt, mund të ketë bërë ndonjë vepër të shëmtuar spas juve, siç mund të bëjë ndoshta edhe unë me bashkëshortin tim, por ku e merrni jua të të drejtë të shpalosni bregtë e përlyera të tjetrit? uZoti i ka hapur dyertë e pendimit për çdo njeri në botë edhe për kriminelin më të madh, por juve nuk ju pranohet pendimi dhe do të ndëshkoheni edhe në këtë botë bumerangu por edhe pendimi juaj nuk do të ju pranohet tek Zoti, për këto akuza të rënda morale gjerisa Doktorit dhe Familjes së tij të nderuar nuk i kërkoni falje zyrtare. Turp të keni. 
 
 E nderuar e admiruara ime Rudinë, mbajeni qëndrimin tuaj korrekt, mos anoni nga asnjëra anë, mos u mundoni ti jepni konotacion të mirë të gabuas sipas teorisë paradoksale, që të keqen ta paraqisni si të mirë dhe të mirën si të keqe. Unë të ndjek në trajnimet tuaja, të admirojë, di që jeni një besimtare e denjë, pa marrë parasysh cilës fe i takoni prandaj gjykoni drejtë nëse keni argument e mos paragjykoni dhe hiperbolizoni me pretendime , supozime të pabaza sepse kemi një mejdani më të trishtuar për njerëzit e ligë , Mejdan para Zotit. 
 
 Të gjithë priftërinjë e hoxhallar, psikolog e sociaolg, ligjëvënësë e biznismenë, gjithë ne duhet të luftojmë e të parandalojmë fenomenet më të liga në trojet tona shqiptare. Shikoni, jepni ndikimin tuaj pozitiv në pisllëqet e shoqërisë ku jetoni, që vajzat e mitura shiten nëpër hotele siç tha gazetarja me setër rozë. Mos u brendosni për vajzat tona besimtare muslimane, sepse ato virgjërin e kanë nderë dhe shenjtëri parandaj ja japin atë dhuratë vetëm njeriut burrit të ndershëm duke e pagëzuar me kurrozimin - Nikahun e nderit. me vellë të bardhë, me faqe të bardhë duke u prcjellur nga dera e babait në derën e burrit ku i pret shtrati i dashurisë të sinqert e jo shktrati i kurvërisë nëprë hotelet e skutet e shkollve dhe parqeve të qyteit. 
  
 Për fund po ua sjell versetin Kuranr që e prëmenda më lart Huxhurat 12 dhe besoj të merrni mësim, sepes të gjithë ju që e përkrahni amoralitetin ju jeni sinonim i amoralitetit, ju jeni njeërzit e kësaj kaptine Kuranore ku është shumë e pështirë të ju shohim me mishin e vdekur e t ëgjakosur në gojët tuaj , por lutem Zotit ditë e natë që nga ky shkrim , kjo këshillë e imja të merrni mësim dhe të pendoheni sepse askujt nuk ja kam dëshirë këtë gjendje të trishtueshme të mishit të vdekurt në gojat tuaja, por lutem prë juve ti ktheheni Fesë së Zotit e jo fesë së muslimanit apo të krishterit të cilat modifkohen sipas tekeve të tyre shtazarake apo egoiste. 
 Citoj : Huxharat 12 
 ""O besimtarë, shmanguni një mori parashikimesh! Disa parashikime, me të vërtetë janë mëkat. Dhe mos spiunoni njëri-tjetrin e as mos përgojoni njëri-tjetrinn! A do dikush prej jush të hajë mishin e vëllaut të vet të vdekur – ju atë e dini se është shumë keq – prandaj, ruajuni All-llahut; All-llahu, vërtetë, pranon pendimet dhe është shumë i mëshirshëm. (12)!"	"Do ju këshilloja të gjithë juve moderator dhe folës të këtij paneli,  njëherë lexojeni Suren Huxhurat verxeti 12 nëse besoni Zot dhe pak i frikësoheni Atij, ndaluni paragjykimeve, pretendimet tuaja  të pabaza. Zonja Edlira për hir të mbulesës që ke të lutem mos e neutralizo situatën duke e shkelë një ligj të drejtë Kuranor të poligamisë që vlen vetëm për besimtarë e jo për musliman me emër, siç mund të jeni ju. E nderuar Edlirë mos e merr rolin e ekspertes fetare por një muslimaneje standarde ashtu siç të njohim. Poligamia apo bigamia është një e drejtë muslimanëve dhe e të krishterëve Mondon, që e bëjnë edhe nëpër Ballkan edhe në tërë botën Islame, madje edhe ne si shtet Demokratik me kushtetutë Laike ligji i jonë e e mbron dhe e respekton Lirin e Besimit dhe Manifestimit fetarë, prandaj dhe muslimanët i liron vetvetiu që ata të kanë nga 2,3 apo 4 grua, e jo dashnore të fshehta jo legale që prishin familjet dhe krijonë psikopati tek fëmijët e tyre nga prindër të shkurorëzuar, krime , prostuticion, trafikim të fëmijëvve e të vajzave të rritura duke i kushtëzuar ato me drogëra dhe gjëra të paligjshme. Merruni me këto çështje ju lutemi, na leni rehat neve muslimanët. që po i shumfishojmë numrin me lindje të reja me nikahe të bekuara nga Zoti. duke krijuar familje të shëndosha. Frikësohuni pak Zotit nëse e keni. Ju s. Pastor flisni për fenë tuaj, për pedofilitë e kishës, për homoseksualizmin e lejuar nga Papa juaj, Ju lutem mos fusni urrejtje dhe mos durim fetarë tek ne shqiptarët, për shkak injorancës apo laicitetit tuaj që keni ndaj fenë Islame . Zonjusha Daci keni kujdes, keni dhënë deklarata të seksit në grup e të tjera shëmti, ju duhet dënoheni nga ligji ngase keni akuzuar shumë rëndë , keni cenuar moralin autoritetin e një qytetari të Shqipërisë.Unë di të ju them se, deri këtu se çfarë ka vepruar doktori sipas deklaratave zyrtare të avokatit të tij, atë nuk e kam ligji nga hiperbolizimet tuaja shpifëse dhe thashethemet gazetareske. Deri sot sa kam informata nga mbrojtësi i tij ligjor, doktori asgjë nuk ka gabuar me gruan e tij të ardhshme e cila mund të jetë një doktoresh e perkrahur  nga doktori më i mirë i Ballkanit. Doktori dhe zonja e katërt, mund të ketë bërë ndonjë vepër të shëmtuar spas juve, siç mund të bëjë ndoshta edhe unë me bashkëshortin tim, por ku e merrni jua të të drejtë të shpalosni breket e përlyera të tjetrit?  Zoti i ka hapur dyertë e pendimit për çdo njeri në botë edhe për kriminelin më të madh, por juve nuk ju pranohet pendimi dhe do të ndëshkoheni edhe në këtë botë bumerangu por edhe pendimi juaj nuk do të ju pranohet tek Zoti, për këto akuza të rënda morale gjerisa Doktorit dhe Familjes së tij të nderuar nuk i kërkoni falje zyrtare. Turp të keni. 
 
 E nderuar e admiruara ime Rudinë, mbajeni qëndrimin tuaj korrekt, mos anoni nga asnjëra anë, mos u mundoni ti jepni konotacion të mirë të gabuar sipas teorisë paradoksale, që të keqen ta paraqisni si të mirë dhe të mirën si të keqe. Unë të ndjek në trajnimet tuaja, të admiroj, di që jeni një besimtare e denjë, pa marrë parasysh cilës fe i takoni prandaj gjykoni drejtë nëse keni argument e mos paragjykoni dhe hiperbolizoni me pretendime , supozime të pabaza sepse kemi një mejdani më të trishtuar për njerëzit e ligë , Mejdan para Zotit. 
 
 Të gjithë priftërinjë e hoxhallare, psikologe e sociaolge, ligjëvënësë e biznesmenë, gjithë ne duhet të luftojmë e të parandalojmë fenomenet më të liga në trojet tona shqiptare. Shikoni, jepni ndikimin tuaj pozitiv në pisllëqet e shoqërisë ku jetoni, që vajzat e mitura shiten nëpër hotele siç tha gazetarja me setër rozë. Mos u brendosni për vajzat tona besimtare muslimane, sepse ato virgjërine e kanë nder dhe shenjtëri parandaj iu japin atë dhuratë vetëm njeriut burrit të ndershëm duke e pagëzuar me kurrozimin - Nikahun e nderit. me vello  të bardhë, me faqe të bardhë duke u percjellur nga dera e babait në derën e burrit ku i pret shtrati i dashurisë të sinqerte e jo shtrati i kurvërisë nëprë hotelet e skutet e shkollave dhe parqeve të qytetit. 
  
 Për fund po ua sjell versetin Kuranr që e permenda më lart Huxhurat 12 dhe besoj të merrni mësim, sepse të gjithë ju që e përkrahni amoralitetin ju jeni sinonim i amoralitetit, ju jeni njerezit e kësaj kaptine Kuranore ku është shumë e pështirë t'ju shohim me mishin e vdekur e të gjakosur në gojët tuaj , por lutem Zotit ditë e natë që nga ky shkrim , kjo këshillë e imja të merrni mësim dhe të pendoheni sepse askujt nuk ja kam dëshirë këtë gjendje të trishtueshme të mishit të vdekurt në gojat tuaja, por lutem prë juve ti ktheheni Fesë së Zotit e jo fesë së muslimanit apo të krishterit të cilat modifkohen sipas tekeve të tyre shtazarake apo egoiste. 
 Citoj : Huxharat 12 
 ""O besimtarë, shmanguni një mori parashikimesh! Disa parashikime, me të vërtetë janë mëkat. Dhe mos spiunoni njëri-tjetrin e as mos përgojoni njëri-tjetrinn! A do dikush prej jush të hajë mishin e vëllaut të vet të vdekur – ju atë e dini se është shumë keq – prandaj, ruajuni All-llahut; All-llahu, vërtetë, pranon pendimet dhe është shumë i mëshirshëm. (12)!"	Actuality	F																				
